"","X.2","X.1","X","predator","prey","ra","site","sex","age","year","color","temperature","clouds","precipitation","cover_snow","weight","fat","muscle","winds","fresh_snow","clouds_height","snow_height","elevation","wing","p8","tarsus","beak_colour","first_reaction","provoking","flapping","time_min","time_hour","day","month","timekey","key_m100","capture_day","sex_genetics","clean_species","present_in_site.x","otu_phylum","otu_class","otu_order","otu_family","otu_genus","otu_species","present_in_site.y","anthropogenic.x","anthropogenic.y","anthropogenic"
"1336",1336,1336,1336,"N630803","otu18",173,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1337",1337,1337,1337,"N630803","otu25",8247,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"1338",1338,1338,1338,"N630803","otu90",13,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","silene vulgaris",TRUE,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene vulgaris",TRUE,FALSE,FALSE,FALSE
"1339",1339,1339,1339,"N630803","otu37",75,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1340",1340,1340,1340,"N630803","otu841",2,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1341",1341,1341,1341,"N630803","otu127",6702,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","rhamnus cathartica",TRUE,"Streptophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus cathartica",TRUE,FALSE,FALSE,FALSE
"1342",1342,1342,1342,"N630803","otu67",237,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1343",1343,1343,1343,"N630803","otu839",2,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"1344",1344,1344,1344,"N630803","otu824",70,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1345",1345,1345,1345,"N630803","otu878",2,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1346",1346,1346,1346,"N630803","otu88",18,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1347",1347,1347,1347,"N630803","otu132",4628,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1348",1348,1348,1348,"N630803","otu105",1615,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Fagales","Betulaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1349",1349,1349,1349,"N630803","otu909",2,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1350",1350,1350,1350,"N630803","otu75",20272,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"1351",1351,1351,1351,"N630803","otu344",59,"Distelboden","m",6,2023,"grey","0",8,"no",94,53.5,6,2,2,"10",NA,NA,1898,126,94,23.5,2,NA,NA,NA,30,11,12,1,"2023-01-12 11:30","2023-01-12 09:50:00","2023-01-12","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1352",1352,1352,1352,"N630810a","otu112",3798,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana","Unclassified",NA,FALSE,FALSE,FALSE
"1353",1353,1353,1353,"N630810a","otu38",20208,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1354",1354,1354,1354,"N630810a","otu463",10,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1355",1355,1355,1355,"N630810a","otu160",1026,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Unclassified",NA,FALSE,FALSE,FALSE
"1356",1356,1356,1356,"N630810a","otu688",2,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1357",1357,1357,1357,"N630810a","otu1",3221877,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,TRUE,TRUE,TRUE
"1358",1358,1358,1358,"N630810a","otu845",2,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1359",1359,1359,1359,"N630810a","otu790",2,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1360",1360,1360,1360,"N630810a","otu905",2,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1361",1361,1361,1361,"N630810a","otu843",4,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1362",1362,1362,1362,"N630810a","otu373",81,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"1363",1363,1363,1363,"N630810a","otu192",134,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","epilobium ciliatum",FALSE,"Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Epilobium","Epilobium ciliatum",FALSE,FALSE,FALSE,FALSE
"1364",1364,1364,1364,"N630810a","otu695",2,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1365",1365,1365,1365,"N630810a","otu689",455,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1366",1366,1366,1366,"N630810a","otu542",5,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1367",1367,1367,1367,"N630810a","otu847",3,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1368",1368,1368,1368,"N630810a","otu10",390,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1369",1369,1369,1369,"N630810a","otu718",5,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1370",1370,1370,1370,"N630810a","otu18",8377,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1371",1371,1371,1371,"N630810a","otu381",63,"Tiefenbach","m",6,2023,"grey","-3",8,"snow",98,40,2,1,0,"10",NA,NA,2102,NA,NA,NA,9.5,NA,NA,NA,15,11,1,4,"2023-04-01 11:15","2023-04-01 09:35:00","2023-04-01","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"1372",1372,1372,1372,"N630980","otu6",8077,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","vaccinium vitis-idaea",TRUE,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea",TRUE,FALSE,FALSE,FALSE
"1373",1373,1373,1373,"N630980","otu10",31552,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1374",1374,1374,1374,"N630980","otu40",39077,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","zea mays",FALSE,"Streptophyta","Magnoliopsida","Poales","Poaceae","Zea","Zea mays",FALSE,TRUE,TRUE,TRUE
"1375",1375,1375,1375,"N630980","otu1",1471235,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,TRUE,TRUE,TRUE
"1376",1376,1376,1376,"N630980","otu7",18158,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","anthyllis vulneraria",TRUE,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Anthyllis vulneraria",TRUE,FALSE,FALSE,FALSE
"1377",1377,1377,1377,"N630980","otu18",740373,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1378",1378,1378,1378,"N630980","otu54",12348,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Unclassified",NA,FALSE,FALSE,FALSE
"1379",1379,1379,1379,"N630980","otu68",139396,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Unclassified",NA,FALSE,FALSE,FALSE
"1380",1380,1380,1380,"N630980","otu839",2,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"1381",1381,1381,1381,"N630980","otu2",357756,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"1382",1382,1382,1382,"N630980","otu11",41653,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified",NA,FALSE,FALSE,FALSE
"1383",1383,1383,1383,"N630980","otu56",19,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified",NA,FALSE,FALSE,FALSE
"1384",1384,1384,1384,"N630980","otu30",49980,"Tiefenbach","f",6,2023,"grey","-11",1,"no",98,45.5,5,1,2,"3",NA,NA,2102,120,92,22.5,2,NA,NA,NA,25,10,18,1,"2023-01-18 10:25","2023-01-18 08:45:00","2023-01-18","f","unclassified",NA,"Streptophyta","Magnoliopsida","Rosales","Rosaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1385",1385,1385,1385,"N687069","otu71",2432,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","unclassified",NA,"Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1386",1386,1386,1386,"N687069","otu18",1184,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1387",1387,1387,1387,"N687069","otu1",3430108,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,TRUE,TRUE,TRUE
"1388",1388,1388,1388,"N687069","otu20",2849,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","unclassified",NA,"Streptophyta","Magnoliopsida","Solanales","Solanaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1389",1389,1389,1389,"N687069","otu36",2109,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Zea","Unclassified",NA,FALSE,FALSE,FALSE
"1390",1390,1390,1390,"N687069","otu204",547,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","unclassified",NA,"Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Unclassified",NA,FALSE,FALSE,FALSE
"1391",1391,1391,1391,"N687069","otu463",35,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1392",1392,1392,1392,"N687069","otu2",331,"Tiefenbach","f",5,2023,"grey","-4",8,"snow",98,37,3,1,0,"10",NA,NA,2102,115,90,23,9,NA,NA,NA,20,8,1,4,"2023-04-01 08:20","2023-04-01 06:40:00","2023-04-01","f","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"1393",1393,1393,1393,"N687069a","otu606",8,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"1394",1394,1394,1394,"N687069a","otu303",243,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1395",1395,1395,1395,"N687069a","otu84",2290,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Unclassified",NA,FALSE,FALSE,FALSE
"1396",1396,1396,1396,"N687069a","otu498",2,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1397",1397,1397,1397,"N687069a","otu537",74,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1398",1398,1398,1398,"N687069a","otu761",2,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"1399",1399,1399,1399,"N687069a","otu609",79,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"1400",1400,1400,1400,"N687069a","otu160",340,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Unclassified",NA,FALSE,FALSE,FALSE
"1401",1401,1401,1401,"N687069a","otu9",1813,"Tiefenbach","f",4,2024,"grey","-2",8,"no",97,40.5,3,2,0,"30",NA,NA,2102,NA,NA,NA,8,NA,NA,NA,35,17,27,3,"2024-03-27 17:35","2024-03-27 15:55:00","2024-03-27","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
